type,price,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi,area,region
Rumah Second,999.9,3,154,120,SHM,Gamping,Kab. Sleman
Rumah Second,1500.0,3,189,200,SHM,Sewon,Kab. Bantul
Rumah Second,2000.0,3,163,120,SHM,Mlati,Kab. Sleman
Rumah Second,3900.0,6,297,288,SHM,Kalasan,Kab. Sleman
Rumah Second,350.0,2,104,50,SHM,Moyudan,Kab. Sleman
Rumah Second,550.0,2,111,111,SHM,Pundong,Kab. Bantul
Rumah Second,3700.0,6,220,330,SHM,Depok,Kab. Sleman
Rumah Second,250.0,2,72,30,Tidak Tersedia,Ngaglik,Kab. Sleman
Rumah Second,180.0,3,114,125,SHM,Ngaglik,Kab. Sleman
Rumah Second,1400.0,3,100,80,SHM,Ngaglik,Kab. Sleman
Rumah Second,2100.0,10,96,250,SHM,Depok,Kab. Sleman
Rumah Second,700.0,2,75,75,SHM,Depok,Kab. Sleman
Rumah Second,395.0,2,86,36,SHM,Kasihan,Kab. Bantul
Rumah Second,725.0,4,102,139,SHM,Sleman,Kab. Sleman
Rumah Second,1600.0,3,93,70,SHM,Gamping,Kab. Sleman
Rumah Second,470.0,2,107,50,SHM,Seyegan,Kab. Sleman
Rumah Second,4700.0,4,110,146,Tidak Tersedia,Mlati,Kab. Sleman
Rumah Second,1300.0,4,132,132,Tidak Tersedia,Mantrijeron,Kota Yogyakarta
Rumah Second,690.0,2,90,51,SHM,Ngaglik,Kab. Sleman
Rumah Second,590.0,2,113,45,SHM,Berbah,Kab. Sleman
Rumah Second,733.0,2,92,42,SHM,Gamping,Kab. Sleman
Rumah Second,375.0,2,80,45,SHM,Pandak,Kab. Bantul
Rumah Second,355.0,2,75,45,SHM,Kasihan,Kab. Bantul
Rumah Second,335.0,2,70,36,SHM,Kasihan,Kab. Bantul
Rumah Second,380.0,2,86,40,SHM,Kasihan,Kab. Bantul
Rumah Second,500.0,2,106,36,SHM,Seyegan,Kab. Sleman
Rumah Second,650.0,2,1000,60,SHM,Lendah,Kab. Kulon Progo
Rumah Second,1200.0,6,163,220,SHM,Gamping,Kab. Sleman
Rumah Second,835.0,3,124,73,SHM,Kalasan,Kab. Sleman
Rumah Second,1200.0,4,120,121,SHM,Ngemplak,Kab. Sleman
Rumah Second,6500.0,4,557,450,SHM,Depok,Kab. Sleman
Rumah Second,950.0,4,117,140,SHM,Depok,Kab. Sleman
Rumah Second,550.0,4,90,114,SHM,Kasihan,Kab. Bantul
Rumah Second,1000.0,3,85,85,SHM,Sewon,Kab. Bantul
Rumah Second,450.0,2,101,70,SHM,Kasihan,Kab. Bantul
Rumah Second,1800.0,3,125,130,SHM,Ngaglik,Kab. Sleman
Rumah Second,3500.0,5,310,250,SHM,Kotagede,Kota Yogyakarta
Rumah Second,1200.0,2,108,50,SHM,Ngaglik,Kab. Sleman
Rumah Second,850.0,2,85,55,SHM,Ngaglik,Kab. Sleman
Rumah Second,680.0,3,80,112,SHM,Ngaglik,Kab. Sleman
Rumah Second,1800.0,5,256,150,SHM,Ngaglik,Kab. Sleman
Rumah Second,1600.0,5,150,100,SHM,Depok,Kab. Sleman
Rumah Second,620.0,6,75,100,SHM,Ngaglik,Kab. Sleman
Rumah Second,2800.0,10,250,200,SHM,Depok,Kab. Sleman
Rumah Second,7000.0,5,599,380,SHM,Mlati,Kab. Sleman
Rumah Second,1500.0,2,60,120,SHM,Kraton,Kota Yogyakarta
Rumah Second,1800.0,1,164,95,SHM,Banguntapan,Kab. Bantul
Rumah Second,395.0,2,92,50,SHM,Sedayu,Kab. Bantul
Rumah Second,2500.0,4,357,400,SHM,Piyungan,Kab. Bantul
Rumah Second,1800.0,3,232,200,SHM,Umbulharjo,Kota Yogyakarta
Rumah Second,780.0,5,143,135,SHM,Sleman,Kab. Sleman
Rumah Second,1300.0,3,122,140,SHM,Banguntapan,Kab. Bantul
Rumah Second,840.0,3,80,140,SHM,Ngaglik,Kab. Sleman
Rumah Second,1400.0,3,278,150,SHM,Ngaglik,Kab. Sleman
Rumah Second,545.0,3,110,60,SHM,Godean,Kab. Sleman
Rumah Second,258.0,2,70,30,SHM,Kalasan,Kab. Sleman
Rumah Second,6500.0,6,450,400,SHM,Depok,Kab. Sleman
Rumah Second,2800.0,5,254,350,SHM,Ngaglik,Kab. Sleman
Rumah Second,3500.0,6,220,320,SHM,Depok,Kab. Sleman
Rumah Second,1800.0,3,135,160,SHM,Umbulharjo,Kota Yogyakarta
Rumah Second,2500.0,4,110,220,SHM,Depok,Kab. Sleman
Rumah Second,550.0,3,124,58,SHM,Sleman,Kab. Sleman
Rumah Second,4000.0,3,640,350,SHM,Gamping,Kab. Sleman
Rumah Second,1800.0,6,253,240,SHM,Depok,Kab. Sleman
Rumah Second,875.0,2,131,70,SHM,Mlati,Kab. Sleman
Rumah Second,1200.0,5,217,100,SHM,Umbulharjo,Kota Yogyakarta
Rumah Second,496.5,2,112,36,SHM,Umbulharjo,Kota Yogyakarta
Rumah Second,7400.0,8,260,450,SHM,Gamping,Kab. Sleman
Rumah Second,375.0,2,75,45,SHM,Prambanan,Kab. Sleman
Rumah Second,725.0,3,114,71,SHM,Jetis,Kota Yogyakarta
Rumah Second,699.0,3,119,80,SHM,Godean,Kab. Sleman
Rumah Second,999.0,3,103,105,SHM,Ngemplak,Kab. Sleman
Rumah Second,2900.0,4,174,189,SHM,Gamping,Kab. Sleman
Rumah Second,1500.0,5,158,172,SHM,Banguntapan,Kab. Bantul
Rumah Second,620.0,3,81,50,SHM,Prambanan,Kab. Sleman
Rumah Second,1500.0,3,111,80,SHM,Ngemplak,Kab. Sleman
Rumah Second,200.2,2,60,30,SHM,Moyudan,Kab. Sleman
Rumah Second,1600.0,3,111,90,SHM,Ngemplak,Kab. Sleman
Rumah Second,735.0,3,105,70,SHM,Ngemplak,Kab. Sleman
Rumah Second,1600.0,4,146,164,SHM,Kalasan,Kab. Sleman
Rumah Second,1200.0,4,90,105,SHM,Banguntapan,Kab. Bantul
Rumah Second,375.0,2,108,45,SHM,Sleman,Kab. Sleman
Rumah Second,450.0,2,95,36,SHM,Kasihan,Kab. Bantul
Rumah Second,815.0,3,112,75,SHM,Depok,Kab. Sleman
Rumah Second,1400.0,5,152,112,SHM,Ngaglik,Kab. Sleman
Rumah Second,285.0,2,66,36,SHM,Jetis,Kab. Bantul
Rumah Second,858.0,3,132,50,SHM,Ngaglik,Kab. Sleman
Rumah Second,700.0,2,168,98,SHM,Prambanan,Kab. Sleman
Rumah Second,275.0,2,80,30,SHM,Kalasan,Kab. Sleman
Rumah Second,3800.0,5,472,130,SHM,Pakem,Kab. Sleman
Rumah Second,337.0,2,60,30,HGB,Seyegan,Kab. Sleman
Rumah Second,1600.0,3,103,120,SHM,Godean,Kab. Sleman
Rumah Second,554.0,2,84,45,SHM,Kalasan,Kab. Sleman
Rumah Second,374.6,2,60,40,SHM,Sedayu,Kab. Bantul
Rumah Second,600.0,2,53,100,SHM,Kalasan,Kab. Sleman
Rumah Second,971.3,2,151,76,HGB,Gamping,Kab. Sleman
Rumah Second,925.0,3,141,100,SHM,Kalasan,Kab. Sleman
Rumah Second,490.0,2,72,36,SHM,Kalasan,Kab. Sleman
Rumah Second,999.0,3,103,100,SHM,Gondokusuman,Kota Yogyakarta
Rumah Second,435.0,2,45,98,SHM,Prambanan,Kab. Sleman
Rumah Second,10100.0,4,281,275,SHM,Depok,Kab. Sleman
Rumah Second,9300.0,4,235,275,SHM,Depok,Kab. Sleman
Rumah Second,9300.0,4,234,275,SHM,Depok,Kab. Sleman
Rumah Second,9300.0,4,233,275,SHM,Depok,Kab. Sleman
Rumah Baru,270.0,2,84,45,HGB,Playen,Kab. Gunung Kidul
Rumah Second,485.0,2,80,36,SHM,Ngaglik,Kab. Sleman
Rumah Second,197.0,2,64,26,SHM,Prambanan,Kab. Sleman
Rumah Second,280.0,2,61,35,SHM,Prambanan,Kab. Sleman
Rumah Second,765.0,2,108,50,SHM,Godean,Kab. Sleman
Rumah Second,388.0,2,40,81,SHM,Sedayu,Kab. Bantul
Rumah Second,592.0,2,90,36,SHM,Depok,Kab. Sleman
Rumah Second,670.0,2,130,50,SHM,Mlati,Kab. Sleman
Rumah Second,285.0,2,93,36,SHM,Sedayu,Kab. Bantul
Rumah Second,725.0,4,140,100,SHM,Kalasan,Kab. Sleman
Rumah Second,629.0,3,118,52,SHM,Mlati,Kab. Sleman
Rumah Second,350.0,2,100,36,SHM,Kalasan,Kab. Sleman
Rumah Second,425.0,2,77,77,SHM,Kasihan,Kab. Bantul
Rumah Second,375.0,2,70,40,SHM,Kalasan,Kab. Sleman
Rumah Second,625.0,2,100,43,SHM,Godean,Kab. Sleman
Rumah Second,260.0,2,76,40,SHM,Prambanan,Kab. Sleman
Rumah Second,1700.0,5,200,150,SHM,Depok,Kab. Sleman
Rumah Second,375.0,2,72,60,SHM,Kalasan,Kab. Sleman
Rumah Second,1800.0,3,125,150,SHM,Ngaglik,Kab. Sleman
Rumah Second,765.0,3,105,70,SHM,Ngemplak,Kab. Sleman
Rumah Second,2000.0,3,114,125,SHM,Ngaglik,Kab. Sleman
Rumah Second,730.0,2,108,50,SHM,Seyegan,Kab. Sleman
Rumah Second,650.0,2,100,45,SHM,Mlati,Kab. Sleman
Rumah Second,185.0,2,60,27,SHM,Jetis,Kab. Bantul
Rumah Second,1400.0,4,104,140,SHM,Ngaglik,Kab. Sleman
Rumah Second,1600.0,4,120,142,SHM,Kalasan,Kab. Sleman
Rumah Second,950.0,3,145,85,SHM,Depok,Kab. Sleman
Rumah Second,890.0,3,102,70,SHM,Ngaglik,Kab. Sleman
Rumah Second,385.0,2,36,80,SHM,Sedayu,Kab. Bantul
Rumah Second,2800.0,2,153,300,SHM,Ngemplak,Kab. Sleman
Rumah Second,575.0,2,73,73,SHM,Ngaglik,Kab. Sleman
Rumah Second,700.0,3,99,75,SHM,Sleman,Kab. Sleman
Rumah Second,480.0,3,60,62,SHM,Prambanan,Kab. Sleman
Rumah Second,299.0,2,60,30,SHM,Seyegan,Kab. Sleman
Rumah Second,1500.0,3,121,100,SHM,Ngaglik,Kab. Sleman
Rumah Second,1500.0,4,118,160,SHM,Depok,Kab. Sleman
Rumah Second,275.0,2,70,36,SHM,Sedayu,Kab. Bantul
Rumah Second,1300.0,3,175,166,SHM,Godean,Kab. Sleman
Rumah Second,495.0,2,120,55,SHM,Kalasan,Kab. Sleman
Rumah Second,398.0,2,80,36,SHM,Sleman,Kab. Sleman
Rumah Second,2000.0,4,119,126,SHM,Ngemplak,Kab. Sleman
Rumah Second,925.0,2,103,100,SHM,Ngaglik,Kab. Sleman
Rumah Second,655.0,2,118,45,SHM,Kasihan,Kab. Bantul
Rumah Second,625.0,2,88,45,HGB,Godean,Kab. Sleman
Rumah Second,496.0,2,111,36,SHM,Godean,Kab. Sleman
Rumah Second,250.0,2,60,40,SHM,Prambanan,Kab. Sleman
Rumah Second,1300.0,3,134,110,SHM,Ngaglik,Kab. Sleman
Rumah Second,480.0,2,72,36,SHM,Kalasan,Kab. Sleman
Rumah Second,745.0,2,119,45,SHM,Mlati,Kab. Sleman
Rumah Second,560.0,3,115,60,SHM,Mlati,Kab. Sleman
Rumah Second,260.0,2,60,36,SHM,Ngemplak,Kab. Sleman
Rumah Second,545.0,2,100,45,SHM,Kalasan,Kab. Sleman
Rumah Second,395.0,3,98,60,SHM,Kasihan,Kab. Bantul
Rumah Second,495.0,2,112,36,SHM,Depok,Kab. Sleman
Rumah Second,1100.0,3,109,110,SHM,Prambanan,Kab. Sleman
Rumah Second,1300.0,2,134,70,SHM,Bantul,Kab. Bantul
